Project Name,Street Name,Property Type,Sale Date,Transacted Price ($),Unit Price ($ PSF),Area (SQFT),Postal District,Floor Level,Tenure,latitude,longitude,geocoded_address,price_level,psf_level
THE RAIL MALL,UPPER BUKIT TIMAH ROAD,Shop House,2024-06-01,78500000,744.0,105562.55,23,-,99 yrs lease commencing from 1947,1.35773050150178,103.768137724847,380 UPPER BUKIT TIMAH ROAD THE RAIL MALL SINGAPORE 678040,>10M,<2k PSF
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,2024-05-01,1300000,3552.0,365.98,7,01 to 05,999 yrs lease commencing from 1827,1.2981408343975,103.855635339249,470 NORTH BRIDGE ROAD BUGIS CUBE SINGAPORE 188735,1-3M,2-4k PSF
DELFI ORCHARD,ORCHARD ROAD,Retail,2024-05-01,439000000,4809.0,91278.72,9,01 to 05,Freehold,1.30717887298465,103.828469994324,402 ORCHARD ROAD DELFI ORCHARD SINGAPORE 238876,>10M,4-7k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2024-05-01,680000,2340.0,290.63,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,<1M,2-4k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2024-05-01,1500000,2581.0,581.26,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,1-3M,2-4k PSF
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,2024-05-01,1238800,2302.0,538.2,7,01 to 05,99 yrs lease commencing from 1980,1.30151258571919,103.854497235401,149 ROCHOR ROAD FU LU SHOU COMPLEX SINGAPORE 188425,1-3M,2-4k PSF
FUYUEN COURT,SIMS AVENUE,Retail,2024-05-01,1850000,2232.0,828.83,14,01 to 05,Freehold,1.31610089372943,103.888998018255,520 SIMS AVENUE FUYUEN COURT SINGAPORE 387580,1-3M,2-4k PSF
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,2024-05-01,770000,1933.0,398.27,14,01 to 05,Freehold,1.3141912983094,103.891500511011,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,<1M,<2k PSF
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,2024-05-01,7100000,5980.0,1187.27,7,-,Freehold,1.30183773068154,103.858845245064,100 ARAB STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199796,3-10M,4-7k PSF
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,2024-05-01,765000,3741.0,204.52,15,B1 to B5,Freehold,1.3040973115095,103.901515916971,865 MOUNTBATTEN ROAD KATONG SHOPPING CENTRE SINGAPORE 437844,<1M,2-4k PSF
LE REGAL,GEYLANG ROAD,Retail,2024-05-01,334000,3103.0,107.64,14,01 to 05,Freehold,1.31250268727998,103.880368117228,340 GEYLANG ROAD LE REGAL SINGAPORE 389365,<1M,2-4k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2024-05-01,640000,3497.0,182.99,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-05-01,1000000,2212.0,452.09,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-05-01,1000000,1896.0,527.44,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-05-01,1550000,1636.0,947.23,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,1-3M,<2k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-05-01,621000,2404.0,258.34,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,2-4k PSF
PAVILION SQUARE,GEYLANG ROAD,Retail,2024-05-01,540000,5574.0,96.88,14,01 to 05,Freehold,1.31297800060859,103.879770800217,345 GEYLANG ROAD PAVILION SQUARE SINGAPORE 389366,<1M,4-7k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2024-05-01,4052012,2353.0,1722.24,7,06 to 10,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,3-10M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2024-05-01,4079889,2129.0,1915.99,7,06 to 10,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,3-10M,2-4k PSF
TELOK AYER CONSERVATION AREA,TELOK AYER STREET,Shop House,2024-05-01,16500000,11543.0,1429.46,1,-,999 yrs lease commencing from 1829,1.2818057378068,103.847756128245,1 BOON TAT STREET TELOK AYER CONSERVATION AREA SINGAPORE 069611,>10M,>7k PSF
THE ARIZON,GEYLANG ROAD,Retail,2024-05-01,2516180,3159.0,796.54,14,01 to 05,Freehold,1.31371862266175,103.886588867863,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,1-3M,2-4k PSF
THE ARIZON,GEYLANG ROAD,Retail,2024-05-01,2839000,3103.0,914.94,14,01 to 05,Freehold,1.31371862266175,103.886588867863,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,1-3M,2-4k PSF
THE ARIZON,GEYLANG ROAD,Retail,2024-05-01,2808000,3106.0,904.18,14,01 to 05,Freehold,1.31371862266175,103.886588867863,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,1-3M,2-4k PSF
THE ARIZON,GEYLANG ROAD,Retail,2024-05-01,2674000,3357.0,796.54,14,01 to 05,Freehold,1.31371862266175,103.886588867863,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,1-3M,2-4k PSF
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,2024-05-01,510000,2060.0,247.57,19,01 to 05,Freehold,1.35348082277147,103.878828134896,756 UPPER SERANGOON ROAD UPPER SERANGOON SHOPPING CENTRE SINGAPORE 534626,<1M,2-4k PSF
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,2024-05-01,820000,2627.0,312.16,15,01 to 05,Freehold,1.30948276318529,103.911720115974,308 TELOK KURAU ROAD VIBES @ EAST COAST SINGAPORE 423858,<1M,2-4k PSF
VISION EXCHANGE,VENTURE DRIVE,Retail,2024-05-01,1900000,4903.0,387.5,22,01 to 05,99 yrs lease commencing from 2013,1.33015172071471,103.744574631833,2 VENTURE DRIVE VISION EXCHANGE SINGAPORE 608526,1-3M,4-7k PSF
CITY PLAZA,GEYLANG ROAD,Retail,2024-04-01,742888,3451.0,215.28,14,01 to 05,Freehold,1.3147868971977,103.893472115119,810 GEYLANG ROAD CITY PLAZA SINGAPORE 409286,<1M,2-4k PSF
ENG KONG PARK,ENG KONG TERRACE,Shop House,2024-04-01,4380000,2886.0,1517.72,21,-,Freehold,1.33645990991898,103.768906484256,1 ENG KONG TERRACE ENG KONG PARK SINGAPORE 598973,3-10M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2024-04-01,1680000,5203.0,322.92,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Retail,2024-04-01,600000,1798.0,333.68,1,B1 to B5,99 yrs lease commencing from 1972,1.28497488239922,103.846439133077,150 SOUTH BRIDGE ROAD FOOK HAI BUILDING SINGAPORE 058727,<1M,<2k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2024-04-01,1578000,4189.0,376.74,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,1-3M,4-7k PSF
JUNCTION NINE,YISHUN AVENUE 9,Retail,2024-04-01,1360000,5054.0,269.1,27,01 to 05,99 yrs lease commencing from 2013,1.4331228398318,103.84166098599,18 YISHUN AVENUE 9 JUNCTION NINE SINGAPORE 768897,1-3M,4-7k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2024-04-01,1388888,8064.0,172.22,9,B1 to B5,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,>7k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2024-04-01,560000,2601.0,215.28,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,<1M,2-4k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2024-04-01,808000,3575.0,226.04,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-04-01,715135,1620.0,441.32,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-04-01,784864,1620.0,484.38,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-04-01,950000,2206.0,430.56,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,2-4k PSF
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,2024-04-01,1860000,1694.0,1097.93,15,11 to 15,99 yrs lease commencing from 1981,1.30188732078192,103.905996468402,1 MARINE PARADE CENTRAL PARKWAY CENTRE SINGAPORE 449408,1-3M,<2k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2024-04-01,602000,3728.0,161.46,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,<1M,2-4k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2024-04-01,520000,4392.0,118.4,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,<1M,4-7k PSF
SOUTHBANK,NORTH BRIDGE ROAD,Retail,2024-04-01,300000,2323.0,129.17,7,01 to 05,99 yrs lease commencing from 2006,1.30631203112933,103.864308334438,881 NORTH BRIDGE ROAD SOUTHBANK SINGAPORE 198784,<1M,2-4k PSF
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,2024-04-01,378000,4390.0,86.11,21,01 to 05,Freehold,1.34054847886549,103.773649129593,68 JALAN JURONG KECHIL SUITES AT BUKIT TIMAH SINGAPORE 596180,<1M,4-7k PSF
TEXTILE CENTRE,JALAN SULTAN,Retail,2024-04-01,1050000,1049.0,1001.05,7,01 to 05,99 yrs lease commencing from 1970,1.30393835645617,103.861630792094,200 JALAN SULTAN TEXTILE CENTRE SINGAPORE 199018,1-3M,<2k PSF
THE ARIZON,GEYLANG ROAD,Retail,2024-04-01,2840000,3104.0,914.94,14,01 to 05,Freehold,1.31371862266175,103.886588867863,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,1-3M,2-4k PSF
THE COMMERZE@IRVING,IRVING PLACE,Retail,2024-04-01,400000,1616.0,247.57,13,01 to 05,60 yrs lease commencing from 2011,1.33623678708616,103.88643382511,1 IRVING PLACE THE COMMERZE@IRVING SINGAPORE 369546,<1M,<2k PSF
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,2024-04-01,1600000,2805.0,570.49,15,01 to 05,Freehold,1.30948276318529,103.911720115974,308 TELOK KURAU ROAD VIBES @ EAST COAST SINGAPORE 423858,1-3M,2-4k PSF
YEW LIAN PARK,UPPER THOMSON ROAD,Shop House,2024-04-01,10000000,6223.0,1607.07,20,-,Freehold,1.35065026022777,103.83563452744,181 UPPER THOMSON ROAD YEW LIAN PARK SINGAPORE 574331,3-10M,4-7k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2024-03-01,8092308,2100.0,3853.51,21,01 to 05,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,3-10M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2024-03-01,2129600,2198.0,968.76,21,01 to 05,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,1-3M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2024-03-01,1430000,3240.0,441.32,21,B1 to B5,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,1-3M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2024-03-01,880000,2920.0,301.39,21,B1 to B5,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,<1M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2024-03-01,3000000,7334.0,409.03,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,>7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2024-03-01,1000000,5465.0,182.99,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,<1M,4-7k PSF
GEYLANG CONSERVATION AREA,LORONG 13 GEYLANG,Shop House,2024-03-01,2800000,2306.0,1214.18,14,-,Freehold,1.31277619644539,103.877830289173,2 LORONG 13 GEYLANG GEYLANG CONSERVATION AREA SINGAPORE 388640,1-3M,2-4k PSF
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,2024-03-01,770000,3974.0,193.75,14,01 to 05,Freehold,1.3141912983094,103.891500511011,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,<1M,2-4k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2024-03-01,3400000,4327.0,785.77,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,3-10M,4-7k PSF
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,2024-03-01,4500000,6522.0,689.97,7,-,99 yrs lease commencing from 2003,1.30109715417334,103.860174752581,11 BUSSORAH STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199432,3-10M,4-7k PSF
KAMPONG GLAM CONSERVATION AREA,JALAN PINANG,Shop House,2024-03-01,4180000,5974.0,699.66,7,-,Freehold,1.30284219169814,103.858509488377,4 JALAN PINANG KAMPONG GLAM CONSERVATION AREA SINGAPORE 199136,3-10M,4-7k PSF
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,2024-03-01,1220000,3908.0,312.16,15,01 to 05,Freehold,1.3040973115095,103.901515916971,865 MOUNTBATTEN ROAD KATONG SHOPPING CENTRE SINGAPORE 437844,1-3M,2-4k PSF
KEMBANGAN PLAZA,JALAN MASJID,Retail,2024-03-01,3000000,2488.0,1205.57,14,01 to 05,Freehold,1.32037255609864,103.912642849629,18 JALAN MASJID KEMBANGAN PLAZA SINGAPORE 418944,1-3M,2-4k PSF
KRETA AYER CONSERVATION AREA,PAGODA STREET,Shop House,2024-03-01,19000000,14504.0,1309.98,1,-,Freehold,1.28294764988431,103.84479495967,31B PAGODA STREET KRETA AYER CONSERVATION AREA SINGAPORE 059190,>10M,>7k PSF
KRETA AYER CONSERVATION AREA,MOSQUE STREET,Shop House,2024-03-01,15930000,13249.0,1202.34,1,-,Freehold,1.28410640053856,103.843934429381,2 MOSQUE STREET KRETA AYER CONSERVATION AREA SINGAPORE 059483,>10M,>7k PSF
LE REGAL,GEYLANG ROAD,Retail,2024-03-01,300000,2787.0,107.64,14,01 to 05,Freehold,1.31250268727998,103.880368117228,340 GEYLANG ROAD LE REGAL SINGAPORE 389365,<1M,2-4k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2024-03-01,2400000,7688.0,312.16,9,01 to 05,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,>7k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2024-03-01,1320000,9433.0,139.93,9,B1 to B5,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,>7k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-03-01,1133846,2394.0,473.62,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,1-3M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-03-01,1159615,2394.0,484.38,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,1-3M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-03-01,1056538,2394.0,441.32,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,1-3M,2-4k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2024-03-01,490000,3502.0,139.93,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,<1M,2-4k PSF
SEASIDE PARK,JALAN SAUDARA KU,Shop House,2024-03-01,1865000,1969.0,947.23,15,-,999 yrs lease commencing from 1965,1.31079449939917,103.920312234618,1 JALAN SAUDARA KU SEASIDE PARK SINGAPORE 457438,1-3M,<2k PSF
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,2024-03-01,531000,1973.0,269.1,19,01 to 05,Freehold,1.35466521890966,103.876883622562,9 YIO CHU KANG ROAD SPACE @ KOVAN SINGAPORE 545523,<1M,<2k PSF
THE ARCADE,COLLYER QUAY,Retail,2024-03-01,1130000,6999.0,161.46,1,01 to 05,99 yrs lease commencing from 1979,1.283619583733,103.852068945868,11 COLLYER QUAY THE ARCADE SINGAPORE 049317,1-3M,4-7k PSF
THE ARIZON,GEYLANG ROAD,Retail,2024-03-01,2839000,3103.0,914.94,14,01 to 05,Freehold,1.31371862266175,103.886588867863,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,1-3M,2-4k PSF
THE ARIZON,GEYLANG ROAD,Retail,2024-03-01,2458000,3870.0,635.08,14,01 to 05,Freehold,1.31371862266175,103.886588867863,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,1-3M,2-4k PSF
THE ARIZON,GEYLANG ROAD,Retail,2024-03-01,2594000,3257.0,796.54,14,01 to 05,Freehold,1.31371862266175,103.886588867863,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,1-3M,2-4k PSF
THE ARIZON,GEYLANG ROAD,Retail,2024-03-01,2795000,3206.0,871.88,14,01 to 05,Freehold,1.31371862266175,103.886588867863,538 GEYLANG ROAD THE ARIZON SINGAPORE 389493,1-3M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2024-02-01,1700000,4512.0,376.74,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2024-02-01,813000,5810.0,139.93,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,<1M,4-7k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2024-02-01,18680000,4326.0,4318.52,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,>10M,4-7k PSF
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,2024-02-01,495000,2299.0,215.28,14,01 to 05,Freehold,1.3141912983094,103.891500511011,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,<1M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2024-02-01,1300000,1654.0,785.77,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,1-3M,<2k PSF
PAVILION SQUARE,GEYLANG ROAD,Retail,2024-02-01,900000,4918.0,182.99,14,01 to 05,Freehold,1.31297800060859,103.879770800217,345 GEYLANG ROAD PAVILION SQUARE SINGAPORE 389366,<1M,4-7k PSF
PLATINA GARDENS,SEMBAWANG ROAD,Shop House,2024-02-01,2400000,2275.0,1054.87,27,-,Freehold,1.42721215322697,103.826260815191,401 SEMBAWANG ROAD PLATINA GARDENS SINGAPORE 758383,1-3M,2-4k PSF
PLUS,CECIL STREET,Retail,2024-02-01,4008513,4900.0,818.06,1,01 to 05,99 yrs lease commencing from 1989,1.28305868511019,103.85047428531,20 CECIL STREET PLUS SINGAPORE 049705,3-10M,4-7k PSF
PLUS,CECIL STREET,Retail,2024-02-01,2637180,4804.0,548.96,1,01 to 05,99 yrs lease commencing from 1989,1.28305868511019,103.85047428531,20 CECIL STREET PLUS SINGAPORE 049705,1-3M,4-7k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2024-02-01,4000000,3473.0,1151.75,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,3-10M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2024-02-01,1150000,3339.0,344.45,7,B1 to B5,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,2-4k PSF
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,2024-02-01,925000,2685.0,344.45,19,01 to 05,99 yrs lease commencing from 2013,1.37050445523679,103.895291518188,1187 UPPER SERANGOON ROAD THE MIDTOWN SINGAPORE 533971,<1M,2-4k PSF
THE PLAZA,BEACH ROAD,Retail,2024-02-01,483800,1954.0,247.57,7,B1 to B5,99 yrs lease commencing from 1968,1.29962022781589,103.860647264964,7500 BEACH ROAD THE PLAZA SINGAPORE 199590,<1M,<2k PSF
THOMSON V ONE,SIN MING ROAD,Retail,2024-02-01,610000,1619.0,376.74,20,B1 to B5,99 yrs lease commencing from 2001,1.35319495337208,103.835564729862,9 SIN MING ROAD THOMSON V ONE SINGAPORE 575630,<1M,<2k PSF
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,2024-02-01,350000,1913.0,182.99,19,01 to 05,Freehold,1.35348082277147,103.878828134896,756 UPPER SERANGOON ROAD UPPER SERANGOON SHOPPING CENTRE SINGAPORE 534626,<1M,<2k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2024-01-01,1080000,2573.0,419.8,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,1-3M,2-4k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2024-01-01,430000,2350.0,182.99,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
FUYUEN COURT,SIMS AVENUE,Retail,2024-01-01,1680000,2027.0,828.83,14,01 to 05,Freehold,1.31610089372943,103.888998018255,520 SIMS AVENUE FUYUEN COURT SINGAPORE 387580,1-3M,2-4k PSF
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,2024-01-01,900000,2697.0,333.68,15,01 to 05,Freehold,1.3040973115095,103.901515916971,865 MOUNTBATTEN ROAD KATONG SHOPPING CENTRE SINGAPORE 437844,<1M,2-4k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2024-01-01,10500000,15242.0,688.9,9,01 to 05,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,>10M,>7k PSF
MAPLE WOODS,BUKIT TIMAH ROAD,Retail,2024-01-01,1160000,1959.0,592.02,21,B1 to B5,Freehold,1.33446965487025,103.785591035104,985 BUKIT TIMAH ROAD MAPLE WOODS SINGAPORE 589627,1-3M,<2k PSF
ORCHARD TOWERS,ORCHARD ROAD,Retail,2024-01-01,3200000,5309.0,602.78,9,01 to 05,Freehold,1.30508722710852,103.830722581168,541 ORCHARD ROAD LIAT TOWERS SINGAPORE 238881,3-10M,4-7k PSF
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,2024-01-01,350000,3613.0,96.88,1,01 to 05,99 yrs lease commencing from 1970,1.28577009981805,103.843980122838,101 UPPER CROSS STREET PEOPLE'S PARK CENTRE SINGAPORE 058357,<1M,2-4k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2024-01-01,1370000,5785.0,236.81,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,1-3M,4-7k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2024-01-01,550000,3194.0,172.22,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,<1M,2-4k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2024-01-01,11000000,4121.0,2669.47,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,>10M,4-7k PSF
SULTAN PLAZA,JALAN SULTAN,Retail,2024-01-01,650765,1679.0,387.5,7,01 to 05,99 yrs lease commencing from 1978,1.30294528666428,103.861851786605,100 JALAN SULTAN GOLDEN SULTAN PLAZA SINGAPORE 199001,<1M,<2k PSF
TAI SENG POINT,IRVING PLACE,Retail,2024-01-01,870000,5773.0,150.7,13,01 to 05,Freehold,1.33637945097047,103.887216149582,11 IRVING PLACE TAI SENG POINT SINGAPORE 369551,<1M,4-7k PSF
TEXTILE CENTRE,JALAN SULTAN,Retail,2024-01-01,390000,1575.0,247.57,7,01 to 05,99 yrs lease commencing from 1970,1.30393835645617,103.861630792094,200 JALAN SULTAN TEXTILE CENTRE SINGAPORE 199018,<1M,<2k PSF
