Project Name,Street Name,Property Type,Sale Date,Transacted Price ($),Unit Price ($ PSF),Area (SQFT),Postal District,Floor Level,Tenure,latitude,longitude,geocoded_address,price_level,psf_level
RV POINT,RIVER VALLEY ROAD,Retail,2023-09-01,438000,2713.0,161.46,9,B1 to B5,999 yrs lease commencing from 1841,1.29380093107283,103.842145033288,233 RIVER VALLEY ROAD RV POINT SINGAPORE 238291,<1M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2023-09-01,920888,4753.0,193.75,7,06 to 10,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,<1M,4-7k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2023-09-01,2060600,4786.0,430.56,7,06 to 10,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,4-7k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2023-09-01,1568888,4417.0,355.21,7,06 to 10,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,4-7k PSF
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Retail,2023-09-01,652000,1594.0,409.03,9,01 to 05,99 yrs lease commencing from 1948,1.29815265394505,103.844111318107,190 CLEMENCEAU AVENUE SINGAPORE SHOPPING CENTRE SINGAPORE 239924,<1M,<2k PSF
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,2023-09-01,355000,5497.0,64.58,21,01 to 05,Freehold,1.34054847886549,103.773649129593,68 JALAN JURONG KECHIL SUITES AT BUKIT TIMAH SINGAPORE 596180,<1M,4-7k PSF
THE CENTREPOINT,ORCHARD ROAD,Retail,2023-09-01,6200000,3349.0,1851.41,9,01 to 05,99 yrs lease commencing from 1979,1.30200787412513,103.83977758311,176 ORCHARD ROAD THE CENTREPOINT SINGAPORE 238843,3-10M,2-4k PSF
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,2023-09-01,660000,1858.0,355.21,7,01 to 05,99 yrs lease commencing from 1981,1.30197196437956,103.857804288546,390 VICTORIA STREET THE GOLDEN LANDMARK SINGAPORE 188061,<1M,<2k PSF
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,2023-09-01,700000,2956.0,236.81,19,01 to 05,Freehold,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,<1M,2-4k PSF
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,2023-09-01,512200,1983.0,258.34,5,01 to 05,Freehold,1.27980322314972,103.78590960328,3 SOUTH BUONA VISTA ROAD VIVA VISTA SINGAPORE 118136,<1M,<2k PSF
WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Retail,2023-09-01,390000,1394.0,279.86,25,01 to 05,99 yrs lease commencing from 1997,1.4290046460223,103.7823694182,2 WOODGROVE DRIVE WOODGROVE CONDOMINIUM SINGAPORE 738207,<1M,<2k PSF
ALEXANDRA CENTRAL,ALEXANDRA ROAD,Retail,2023-08-01,3200000,4955.0,645.84,3,01 to 05,99 yrs lease commencing from 2012,1.28728320930592,103.805283367958,321 ALEXANDRA ROAD ALEXANDRA CENTRAL SINGAPORE 159971,3-10M,4-7k PSF
BLAIR PLAIN CONSERVATION AREA,KAMPONG BAHRU ROAD,Shop House,2023-08-01,7500000,6334.0,1184.04,3,-,Freehold,1.27715399003502,103.836948399168,1 KAMPONG BAHRU ROAD BLAIR PLAIN CONSERVATION AREA SINGAPORE 169339,3-10M,4-7k PSF
BOTANNIA,WEST COAST PARK,Retail,2023-08-01,325000,2745.0,118.4,5,01 to 05,956 yrs lease commencing from 1928,1.31803357100435,103.753527872969,29 WEST COAST PARK BOTANNIA SINGAPORE 127647,<1M,2-4k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2023-08-01,845000,3568.0,236.81,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2023-08-01,425600,2471.0,172.22,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2023-08-01,454400,2483.0,182.99,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
CHANGI CITY POINT,CHANGI BUSINESS PARK CENTRAL 1,Retail,2023-08-01,338000000,510.0,662104.4,16,-,60 yrs lease commencing from 2009,1.33403637902708,103.962917615531,5 CHANGI BUSINESS PARK CENTRAL 1 CHANGI CITY POINT SINGAPORE 486038,>10M,<2k PSF
CITY PLAZA,GEYLANG ROAD,Retail,2023-08-01,840000,3393.0,247.57,14,01 to 05,Freehold,1.3147868971977,103.893472115119,810 GEYLANG ROAD CITY PLAZA SINGAPORE 409286,<1M,2-4k PSF
CT HUB 2,LAVENDER STREET,Retail,2023-08-01,938000,2421.0,387.5,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,2-4k PSF
D'LEEDON,LEEDON HEIGHTS,Retail,2023-08-01,3550000,2184.0,1625.36,10,01 to 05,99 yrs lease commencing from 2010,1.31609021863642,103.802300019532,1 LEEDON HEIGHTS D'LEEDON SINGAPORE 267939,3-10M,2-4k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2023-08-01,555555,2458.0,226.04,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2023-08-01,290000,2694.0,107.64,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2023-08-01,1470000,4405.0,333.68,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Retail,2023-08-01,3280000,1858.0,1765.3,1,01 to 05,99 yrs lease commencing from 1972,1.28497488239922,103.846439133077,150 SOUTH BRIDGE ROAD FOOK HAI BUILDING SINGAPORE 058727,3-10M,<2k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2023-08-01,745000,2563.0,290.63,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,<1M,2-4k PSF
FRANKEL ESTATE,SIGLAP DRIVE,Shop House,2023-08-01,3938888,2085.0,1889.08,15,-,Freehold,1.31595471813242,103.918767717554,1 SIGLAP DRIVE FRANKEL ESTATE SINGAPORE 456141,3-10M,2-4k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2023-08-01,5300000,3877.0,1367.03,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,2-4k PSF
KAP,KING ALBERT PARK,Retail,2023-08-01,2088000,3031.0,688.9,21,01 to 05,Freehold,1.3369739915192,103.779316558394,9 KING ALBERT PARK EAGLEWINGS CINEMATICS @ KAP SINGAPORE 598332,1-3M,2-4k PSF
KRETA AYER CONSERVATION AREA,MOSQUE STREET,Shop House,2023-08-01,15600000,12472.0,1250.78,1,-,Freehold,1.28410640053856,103.843934429381,2 MOSQUE STREET KRETA AYER CONSERVATION AREA SINGAPORE 059483,>10M,>7k PSF
ONE DUSUN RESIDENCES,JALAN DUSUN,Retail,2023-08-01,750000,2787.0,269.1,12,01 to 05,Freehold,1.32696539864482,103.84367423097,1 JALAN DUSUN ONE DUSUN RESIDENCES SINGAPORE 329363,<1M,2-4k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2023-08-01,1180000,1424.0,828.83,9,06 to 10,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,1-3M,<2k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2023-08-01,3650000,8271.0,441.32,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,3-10M,>7k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2023-08-01,3400000,8537.0,398.27,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,3-10M,>7k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2023-08-01,510000,3645.0,139.93,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,<1M,2-4k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2023-08-01,3017475,5006.0,602.78,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,3-10M,4-7k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2023-08-01,2694174,5006.0,538.2,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,1-3M,4-7k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2023-08-01,1800000,4778.0,376.74,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,1-3M,4-7k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2023-08-01,6128100,4951.0,1237.86,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,3-10M,4-7k PSF
SOUTHBANK,NORTH BRIDGE ROAD,Retail,2023-08-01,508800,3151.0,161.46,7,01 to 05,99 yrs lease commencing from 2006,1.30631203112933,103.864308334438,881 NORTH BRIDGE ROAD SOUTHBANK SINGAPORE 198784,<1M,2-4k PSF
SOUTHBANK,NORTH BRIDGE ROAD,Retail,2023-08-01,2950000,1852.0,1593.07,7,06 to 10,99 yrs lease commencing from 2006,1.30631203112933,103.864308334438,881 NORTH BRIDGE ROAD SOUTHBANK SINGAPORE 198784,1-3M,<2k PSF
SQUARE 2,SINARAN DRIVE,Retail,2023-08-01,6821625,3750.0,1819.12,11,11 to 15,99 yrs lease commencing from 2002,1.32070510956845,103.844160709661,10 SINARAN DRIVE SQUARE 2 SINGAPORE 307506,3-10M,2-4k PSF
SQUARE 2,SINARAN DRIVE,Retail,2023-08-01,4100000,4096.0,1001.05,11,06 to 10,99 yrs lease commencing from 2002,1.32070510956845,103.844160709661,10 SINARAN DRIVE SQUARE 2 SINGAPORE 307506,3-10M,4-7k PSF
THE FLOW MALL,EAST COAST ROAD,Retail,2023-08-01,1750000,2258.0,775.01,15,01 to 05,Freehold,1.30457354662016,103.904203116447,66 EAST COAST ROAD THE FLOW MALL SINGAPORE 428778,1-3M,2-4k PSF
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,2023-08-01,388000,1897.0,204.52,19,01 to 05,Freehold,1.35348082277147,103.878828134896,756 UPPER SERANGOON ROAD UPPER SERANGOON SHOPPING CENTRE SINGAPORE 534626,<1M,<2k PSF
15 SCOTTS,SCOTTS ROAD,Retail,2023-07-01,31080000,4828.0,6436.87,9,01 to 05,Freehold,1.30788492696723,103.83273062786,15 SCOTTS ROAD 15 SCOTTS SINGAPORE 228218,>10M,4-7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2023-07-01,1300000,4165.0,312.16,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2023-07-01,8500000,4380.0,1940.75,14,-,199 yrs lease commencing from 2002,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,4-7k PSF
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,2023-07-01,223800,3465.0,64.58,14,01 to 05,Freehold,1.3141912983094,103.891500511011,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,<1M,2-4k PSF
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,2023-07-01,4800000,6626.0,724.42,7,-,99 yrs lease commencing from 2003,1.30109715417334,103.860174752581,11 BUSSORAH STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199432,3-10M,4-7k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2023-07-01,1280000,2643.0,484.38,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,1-3M,2-4k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2023-07-01,500000,2903.0,172.22,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,<1M,2-4k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2023-07-01,523600,2702.0,193.75,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,<1M,2-4k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2023-07-01,4088000,4521.0,904.18,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,3-10M,4-7k PSF
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,2023-07-01,13500000,6290.0,2146.34,19,-,999 yrs lease commencing from 1955,1.36217334688886,103.8727975957,7 SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555906,>10M,4-7k PSF
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Retail,2023-07-01,1050000,1456.0,721.19,9,01 to 05,99 yrs lease commencing from 1948,1.29815265394505,103.844111318107,190 CLEMENCEAU AVENUE SINGAPORE SHOPPING CENTRE SINGAPORE 239924,1-3M,<2k PSF
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,2023-07-01,32000000,22136.0,1445.61,1,-,999 yrs lease commencing from 1827,1.28134247419849,103.845679513109,5 ANN SIANG ROAD TELOK AYER CONSERVATION AREA SINGAPORE 069688,>10M,>7k PSF
THE FLOW MALL,EAST COAST ROAD,Retail,2023-07-01,3400000,2051.0,1657.66,15,01 to 05,Freehold,1.30457354662016,103.904203116447,66 EAST COAST ROAD THE FLOW MALL SINGAPORE 428778,3-10M,2-4k PSF
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,2023-07-01,1500000,2403.0,624.31,7,01 to 05,99 yrs lease commencing from 1981,1.30197196437956,103.857804288546,390 VICTORIA STREET THE GOLDEN LANDMARK SINGAPORE 188061,1-3M,2-4k PSF
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2023-06-01,1335000,3352.0,398.27,21,B1 to B5,99 yrs lease commencing from 1979,1.34241264188642,103.776539385406,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,1-3M,2-4k PSF
BLAIR PLAIN CONSERVATION AREA,KAMPONG BAHRU ROAD,Shop House,2023-06-01,6150000,7106.0,865.43,3,-,Freehold,1.27715399003502,103.836948399168,1 KAMPONG BAHRU ROAD BLAIR PLAIN CONSERVATION AREA SINGAPORE 169339,3-10M,>7k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2023-06-01,970000,2816.0,344.45,21,B1 to B5,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,2-4k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2023-06-01,460000,4274.0,107.64,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,4-7k PSF
BURLINGTON SQUARE,BENCOOLEN STREET,Retail,2023-06-01,565000,3499.0,161.46,7,01 to 05,99 yrs lease commencing from 1996,1.30224327074302,103.85270021499,175 BENCOOLEN STREET BURLINGTON SQUARE SINGAPORE 189649,<1M,2-4k PSF
CITY PLAZA,GEYLANG ROAD,Retail,2023-06-01,1650000,5896.0,279.86,14,01 to 05,Freehold,1.3147868971977,103.893472115119,810 GEYLANG ROAD CITY PLAZA SINGAPORE 409286,1-3M,4-7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2023-06-01,2000000,6407.0,312.16,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2023-06-01,3829172,5231.0,731.95,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,3-10M,4-7k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2023-06-01,1970828,5231.0,376.74,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,1-3M,4-7k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2023-06-01,1000000,2445.0,409.03,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,<1M,2-4k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2023-06-01,1100000,2620.0,419.8,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,1-3M,2-4k PSF
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,2023-06-01,1800000,4181.0,430.56,7,01 to 05,99 yrs lease commencing from 1980,1.30151258571919,103.854497235401,149 ROCHOR ROAD FU LU SHOU COMPLEX SINGAPORE 188425,1-3M,4-7k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2023-06-01,6500000,4369.0,1487.58,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,4-7k PSF
JK BUILDING,JALAN JURONG KECHIL,Retail,2023-06-01,3500000,2373.0,1474.67,21,-,Freehold,1.34055585014186,103.774342109131,50 JALAN JURONG KECHIL JK BUILDING SINGAPORE 598578,3-10M,2-4k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2023-06-01,21000000,1433.0,14649.8,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,>10M,<2k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2023-06-01,615000,4081.0,150.7,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,4-7k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2023-06-01,1300000,4473.0,290.63,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,1-3M,4-7k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2023-06-01,1775000,4997.0,355.21,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,1-3M,4-7k PSF
SEMBAWANG HILLS ESTATE,CASUARINA ROAD,Shop House,2023-06-01,5700000,2842.0,2005.33,20,-,Freehold,1.3730356977878,103.828002010473,1 CASUARINA ROAD SEMBAWANG HILLS ESTATE SINGAPORE 579390,3-10M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2023-06-01,3200000,1728.0,1851.41,7,06 to 10,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,3-10M,<2k PSF
SOHO LIFE,JOO CHIAT ROAD,Retail,2023-06-01,1380000,4006.0,344.45,15,01 to 05,Freehold,1.311960653325,103.900424708242,216 JOO CHIAT ROAD SOHO LIFE SINGAPORE 427483,1-3M,4-7k PSF
THE MILTONIA RESIDENCES,MILTONIA CLOSE,Retail,2023-06-01,735000,1242.0,592.02,27,01 to 05,99 yrs lease commencing from 2010,1.41750734534379,103.847659418224,520 MILTONIA CLOSE THE MILTONIA RESIDENCES SINGAPORE 768104,<1M,<2k PSF
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,2023-05-01,1000000,3716.0,269.1,21,01 to 05,999 yrs lease commencing from 1884,1.34180018619223,103.776259359854,140 UPPER BUKIT TIMAH ROAD BEAUTY WORLD PLAZA SINGAPORE 588176,<1M,2-4k PSF
BOAT QUAY CONSERVATION AREA,BOAT QUAY,Shop House,2023-05-01,30000000,21034.0,1426.23,1,-,999 yrs lease commencing from 1826,1.28814297750701,103.848933996224,1 CIRCULAR ROAD BOAT QUAY CONSERVATION AREA SINGAPORE 049357,>10M,>7k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2023-05-01,638000,2371.0,269.1,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,2-4k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2023-05-01,830000,4058.0,204.52,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,4-7k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2023-05-01,508000,2484.0,204.52,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
EUHABITAT,JALAN EUNOS,Retail,2023-05-01,1250000,1452.0,861.12,14,01 to 05,99 yrs lease commencing from 2010,1.32825889448877,103.906611528497,186 JALAN EUNOS EUHABITAT SINGAPORE 419537,1-3M,<2k PSF
EUHABITAT,JALAN EUNOS,Retail,2023-05-01,1375000,1388.0,990.29,14,01 to 05,99 yrs lease commencing from 2010,1.32825889448877,103.906611528497,186 JALAN EUNOS EUHABITAT SINGAPORE 419537,1-3M,<2k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2023-05-01,808000,2681.0,301.39,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,<1M,2-4k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2023-05-01,4900000,4485.0,1092.55,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,4-7k PSF
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,2023-05-01,740000,3819.0,193.75,14,01 to 05,Freehold,1.3141912983094,103.891500511011,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,<1M,2-4k PSF
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,2023-05-01,7100000,5756.0,1233.55,7,-,99 yrs lease commencing from 1995,1.30109715417334,103.860174752581,11 BUSSORAH STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199432,3-10M,4-7k PSF
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Retail,2023-05-01,936800,1813.0,516.67,5,01 to 05,99 yrs lease commencing from 2005,1.30220440131525,103.789907530412,7 ONE-NORTH GATEWAY ONE-NORTH RESIDENCES SINGAPORE 138642,<1M,<2k PSF
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Retail,2023-05-01,2590000,2270.0,1140.98,5,01 to 05,99 yrs lease commencing from 2005,1.30220440131525,103.789907530412,7 ONE-NORTH GATEWAY ONE-NORTH RESIDENCES SINGAPORE 138642,1-3M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2023-05-01,800000,1327.0,602.78,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2023-05-01,1504000,3992.0,376.74,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,1-3M,2-4k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2023-05-01,1225000,2995.0,409.03,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,1-3M,2-4k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2023-05-01,2609000,5157.0,505.91,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,1-3M,4-7k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2023-05-01,1980000,4599.0,430.56,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,1-3M,4-7k PSF
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,2023-05-01,17490000,5640.0,3101.11,19,-,999 yrs lease commencing from 1957,1.36217334688886,103.8727975957,7 SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555906,>10M,4-7k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2023-05-01,670000,2146.0,312.16,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,<1M,2-4k PSF
SULTAN PLAZA,JALAN SULTAN,Retail,2023-05-01,827000,1746.0,473.62,7,01 to 05,99 yrs lease commencing from 1978,1.30294528666428,103.861851786605,100 JALAN SULTAN GOLDEN SULTAN PLAZA SINGAPORE 199001,<1M,<2k PSF
